+2.50000000000000e-02 +3.71694905200000e+00 +1.88456879900000e+00
+2.50000000000000e-02 +3.32861090100000e+00 +1.58156829500000e+00
+2.50000000000000e-02 +3.36679234600000e+00 -1.32311267000000e-01
+2.50000000000000e-02 +3.32392326400000e+00 -2.13423447800000e+00
+2.50000000000000e-02 +3.36685912500000e+00 -1.95748389600000e+00
+2.50000000000000e-02 +3.08671271200000e+00 -1.76118305300000e+00
+2.50000000000000e-02 +3.37401029300000e+00 -6.86196244000000e-01
+2.50000000000000e-02 +1.30117493300000e+00 +5.39085472000000e-01
+2.50000000000000e-02 +2.08543593600000e+00 +2.73149548800000e+00
+2.50000000000000e-02 +2.87681917900000e+00 -2.66653983100000e+00
+2.50000000000000e-02 +2.49225723100000e+00 -2.00630289100000e+00
+2.50000000000000e-02 +2.02192650500000e+00 -1.06452997200000e+00
+2.50000000000000e-02 +1.15071136200000e+00 -3.73062880000000e-01
+2.50000000000000e-02 +5.99334754000000e-01 +1.02892005900000e+00
+2.50000000000000e-02 +6.40417624000000e-01 +2.41868911800000e+00
+2.50000000000000e-02 +8.91571945000000e-01 -2.91326499000000e+00
+2.50000000000000e-02 +1.11174082500000e+00 -2.41457261800000e+00
+2.50000000000000e-02 +1.05678142200000e+00 -2.13366797500000e+00
+2.50000000000000e-02 +7.53605520000000e-01 -1.98810196500000e+00
+2.50000000000000e-02 +3.84991519000000e-01 -2.09033632100000e+00
+2.50000000000000e-02 +2.14403534000000e-01 -2.77653736400000e+00
+2.50000000000000e-02 +2.31831582000000e-01 -2.93326621500000e+00
+2.50000000000000e-02 +2.93131380000000e-01 -2.20698809800000e+00
+2.50000000000000e-02 +5.28331058000000e-01 -1.57696520100000e+00
+2.50000000000000e-02 +8.23860665000000e-01 -1.26458219800000e+00
+2.50000000000000e-02 +1.03198017300000e+00 -1.08438527400000e+00
+2.50000000000000e-02 +1.07034956300000e+00 -9.75710949000000e-01
+2.50000000000000e-02 +9.22332032000000e-01 -9.31469113000000e-01
+2.50000000000000e-02 +6.26626729000000e-01 -1.00869362300000e+00
+2.50000000000000e-02 +3.15566174000000e-01 -1.59791671700000e+00
+2.50000000000000e-02 +4.30925055000000e-01 -2.80052311300000e+00
+2.50000000000000e-02 +7.77608964000000e-01 -3.09232498100000e+00
+2.50000000000000e-02 +1.05657608500000e+00 +3.12677608100000e+00
+2.50000000000000e-02 +1.21583288100000e+00 +3.10072610500000e+00
+2.50000000000000e-02 +1.24826947700000e+00 +3.07745984300000e+00
+2.50000000000000e-02 +1.15399681600000e+00 +3.06066897300000e+00
+2.50000000000000e-02 +9.34756229000000e-01 +3.06721395600000e+00
+2.50000000000000e-02 +6.16331644000000e-01 +3.12432187200000e+00
