+2.50000000000000e-02 +4.32046285200000e+00 -6.44336710000000e-01
+2.50000000000000e-02 +4.69766386300000e+00 -8.05816038000000e-01
+2.50000000000000e-02 +3.51277659000000e+00 -1.10818754600000e+00
+2.50000000000000e-02 +1.53576650500000e+00 -1.53839317500000e+00
+2.50000000000000e-02 +9.03435070000000e-01 -2.41233375300000e+00
+2.50000000000000e-02 +1.00401266700000e+00 -2.82966335600000e+00
+2.50000000000000e-02 +9.64160383000000e-01 -3.10403100100000e+00
+2.50000000000000e-02 +8.92816646000000e-01 +2.68360900300000e+00
+2.50000000000000e-02 +1.01471034600000e+00 +2.13038859900000e+00
+2.50000000000000e-02 +1.17486591600000e+00 +1.77143946200000e+00
+2.50000000000000e-02 +1.16724576200000e+00 +1.52103600100000e+00
+2.50000000000000e-02 +9.69850715000000e-01 +1.26433427100000e+00
+2.50000000000000e-02 +6.83761870000000e-01 +8.69456725000000e-01
+2.50000000000000e-02 +5.00376752000000e-01 +1.62530662000000e-01
+2.50000000000000e-02 +5.40000898000000e-01 -5.58302568000000e-01
+2.50000000000000e-02 +6.09735456000000e-01 -9.58399520000000e-01
+2.50000000000000e-02 +5.58353079000000e-01 -1.23455566900000e+00
+2.50000000000000e-02 +3.93836824000000e-01 -1.65704150700000e+00
+2.50000000000000e-02 +3.34003517000000e-01 -2.65665230400000e+00
+2.50000000000000e-02 +5.94360069000000e-01 +2.95273866700000e+00
+2.50000000000000e-02 +9.42380552000000e-01 +2.75590986700000e+00
+2.50000000000000e-02 +1.25350343400000e+00 +2.69637134400000e+00
+2.50000000000000e-02 +1.47339649600000e+00 +2.68688441900000e+00
+2.50000000000000e-02 +1.56971929900000e+00 +2.70301399600000e+00
+2.50000000000000e-02 +1.53213186000000e+00 +2.73576970300000e+00
+2.50000000000000e-02 +1.37126144200000e+00 +2.78024422200000e+00
+2.50000000000000e-02 +1.10953805900000e+00 +2.83533171600000e+00
+2.50000000000000e-02 +7.73628115000000e-01 +2.91213925100000e+00
+2.50000000000000e-02 +3.99245880000000e-01 +3.08168224700000e+00
+2.50000000000000e-02 +1.13227871000000e-01 -1.89131102800000e+00
+2.50000000000000e-02 +3.49979693000000e-01 -6.18287525000000e-01
+2.50000000000000e-02 +5.78062183000000e-01 -4.52289157000000e-01
+2.50000000000000e-02 +6.91307867000000e-01 -3.82781016000000e-01
+2.50000000000000e-02 +6.79728788000000e-01 -3.41668227000000e-01
+2.50000000000000e-02 +5.50608900000000e-01 -3.08252452000000e-01
+2.50000000000000e-02 +3.26845100000000e-01 -2.40322533000000e-01
+2.50000000000000e-02 +6.96658950000000e-02 +5.41431681000000e-01
+2.50000000000000e-02 +2.55140936000000e-01 +2.45274453000000e+00
+2.50000000000000e-02 +4.92543135000000e-01 +2.53248764600000e+00
+2.50000000000000e-02 +6.43849176000000e-01 +2.52738433700000e+00
+2.50000000000000e-02 +6.78816599000000e-01 +2.50197548200000e+00
+2.50000000000000e-02 +5.84724241000000e-01 +2.47028179000000e+00
+2.50000000000000e-02 +3.71617928000000e-01 +2.44589031900000e+00
+2.50000000000000e-02 +7.80815000000000e-02 +2.61767336300000e+00
+2.50000000000000e-02 +2.46397930000000e-01 -9.56551907000000e-01
+2.50000000000000e-02 +5.24698074000000e-01 -9.71915627000000e-01
+2.50000000000000e-02 +7.07832225000000e-01 -1.02515289600000e+00
+2.50000000000000e-02 +7.69696751000000e-01 -1.08970355200000e+00
+2.50000000000000e-02 +7.18523503000000e-01 -1.16325742700000e+00
+2.50000000000000e-02 +5.88038859000000e-01 -1.23404800000000e+00
+2.50000000000000e-02 +4.18076376000000e-01 -1.24953120700000e+00
+2.50000000000000e-02 +2.52694459000000e-01 -1.01499496300000e+00
+2.50000000000000e-02 +2.17961611000000e-01 -1.91134225000000e-01
+2.50000000000000e-02 +3.82613294000000e-01 +2.26866751000000e-01
+2.50000000000000e-02 +6.05987890000000e-01 +2.23310293000000e-01
+2.50000000000000e-02 +8.33981413000000e-01 +1.06906468000000e-01
+2.50000000000000e-02 +1.03642321100000e+00 -3.19020830000000e-02
+2.50000000000000e-02 +1.18253899400000e+00 -1.62984191000000e-01
+2.50000000000000e-02 +1.25134634800000e+00 -2.79238790000000e-01
+2.50000000000000e-02 +1.23837928800000e+00 -3.82390698000000e-01
+2.50000000000000e-02 +1.15177312800000e+00 -4.76410025000000e-01
+2.50000000000000e-02 +1.00815215000000e+00 -5.66235328000000e-01
+2.50000000000000e-02 +8.29985553000000e-01 -6.59972658000000e-01
+2.50000000000000e-02 +6.40968429000000e-01 -7.73425112000000e-01
+2.50000000000000e-02 +4.61223264000000e-01 -9.39489564000000e-01
+2.50000000000000e-02 +3.08591398000000e-01 -1.23297630100000e+00
+2.50000000000000e-02 +2.11027506000000e-01 -1.79958192600000e+00
+2.50000000000000e-02 +2.07687796000000e-01 -2.56785292900000e+00
+2.50000000000000e-02 +2.72567256000000e-01 -3.09684698500000e+00
+2.50000000000000e-02 +3.43573327000000e-01 +2.87999094000000e+00
+2.50000000000000e-02 +3.77683291000000e-01 +2.66711083400000e+00
+2.50000000000000e-02 +3.39261876000000e-01 +2.46169530100000e+00
+2.50000000000000e-02 +2.13922303000000e-01 +2.07255943000000e+00
+2.50000000000000e-02 +1.65705609000000e-01 +5.41649480000000e-01
+2.50000000000000e-02 +4.54111234000000e-01 -1.81300352000000e-01
+2.50000000000000e-02 +8.19177814000000e-01 -3.51395170000000e-01
+2.50000000000000e-02 +1.15172760000000e+00 -4.18834161000000e-01
+2.50000000000000e-02 +1.36638541000000e+00 -4.46378212000000e-01
+2.50000000000000e-02 +1.39264323600000e+00 -4.44066658000000e-01
+2.50000000000000e-02 +1.19703939500000e+00 -3.95429980000000e-01
+2.50000000000000e-02 +8.14393075000000e-01 -2.22116956000000e-01
+2.50000000000000e-02 +4.38245839000000e-01 +4.63779522000000e-01
+2.50000000000000e-02 +5.68513350000000e-01 +1.58990902500000e+00
+2.50000000000000e-02 +8.90631346000000e-01 +1.94723693900000e+00
+2.50000000000000e-02 +1.02247927700000e+00 +2.08309716100000e+00
+2.50000000000000e-02 +8.79922216000000e-01 +2.20243967600000e+00
+2.50000000000000e-02 +5.17490104000000e-01 +2.56459316200000e+00
+2.50000000000000e-02 +4.94017225000000e-01 -2.43589121700000e+00
+2.50000000000000e-02 +1.05954284100000e+00 -2.07855588500000e+00
+2.50000000000000e-02 +1.59862160400000e+00 -2.18143151500000e+00
+2.50000000000000e-02 +1.92743061300000e+00 -2.40873632700000e+00
+2.50000000000000e-02 +1.89931278500000e+00 -2.72847287900000e+00
+2.50000000000000e-02 +1.10354449400000e+00 +2.97534592200000e+00
+2.50000000000000e-02 +1.46622094600000e+00 +7.00865413000000e-01
+2.50000000000000e-02 +2.59247732800000e+00 +2.04872220000000e-01
+2.50000000000000e-02 +2.94080832800000e+00 -3.97924970000000e-01
+2.50000000000000e-02 +3.52816619000000e+00 -7.55058562000000e-01
+2.50000000000000e-02 +3.33741958000000e+00 -1.00287711300000e+00
+2.50000000000000e-02 +3.54208084400000e+00 -2.24362938700000e+00
+2.50000000000000e-02 +4.39558668700000e+00 -2.50190340600000e+00
